Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband
S01006582,City Centre West,Aberdeen City,820,705,3921,57,12,6,3,5328,5465.5,6144,1721,4563,12,722,4%,35,4%,25,35,170,152,59,9%,2%,73,*,*,53,24%,4%,308,3754,146,45,18%,6%,4.058831803,2.705720436,1.522221584,2.442611111,2.453642365,3.788653846,4.922950631,4.356354765,5.380091848,54%
S01006583,City Centre West,Aberdeen City,695,616,5250,76,16,8,4,5114,6067,6666,1880,5730,2950,1568,5%,33,3%,16,25,51,27,186,8%,4%,59,72%,4.67,37,8%,1%,16,233,104,21,15%,3%,4.207524579,2.529360955,1.696731039,2.222051282,1.500635534,3.892573529,6.077198034,4.911214888,4.026369382,8%
S01006584,City Centre West,Aberdeen City,612,534,6357,92,19,10,5,6420,6009,6670,4634,6572,2961,640,2%,13,3%,15,25,56,0,54,10%,11%,74,*,*,40,5%,4%,14,232,130,27,21%,4%,5.299271497,0.893797771,1.684796975,1.566639344,3.103164809,1.808888889,2.814562102,5.10160828,7.116719745,1%
S01006585,City Centre West,Aberdeen City,831,651,2375,35,7,4,2,2989,2304,2276,3097,6171,208,394,12%,97,11%,74,110,256,185,124,15%,9%,128,82%,5.13,119,0%,9%,83,999,186,46,23%,6%,5.206688679,1.431320755,1.328327044,1.530879121,3.018650943,2.086382979,4.672006289,4.416301887,6.315575472,4%
S01006586,City Centre West,Aberdeen City,1049,854,3228,47,10,5,3,3878,4407,3686,2926,5174,15,286,8%,85,5%,46,90,84,103,122,14%,0%,85,75%,5.80,85,0%,2%,374,3562,250,76,25%,7%,4.131236506,1.843447007,2.280772816,2.003642857,2.565370461,2.395689655,4.130257605,5.386243867,5.569087341,41%
S01006587,City Centre East,Aberdeen City,571,500,1562,23,5,3,2,2398,1866,1922,1370,4030,16,184,14%,81,13%,66,110,366,86,223,16%,4%,139,*,*,81,7%,4%,202,3529,140,55,26%,10%,3.247935993,2.157782931,3.21945269,2.54,3.126818182,4.335,6.527745826,6.699981447,6.170816327,30%
S01006588,City Centre East,Aberdeen City,626,571,3265,47,10,5,3,4588,4289,5423,1656,5881,7,77,6%,38,6%,32,65,132,45,25,8%,13%,76,64%,*,46,0%,2%,272,4351,203,53,35%,9%,3.557018739,2.489987223,1.575787905,3.243172043,1.303074957,3.208636364,5.286835605,3.32451448,2.670425894,12%
S01006589,City Centre East,Aberdeen City,680,572,3415,49,10,5,3,3779,3923,5558,2848,5486,89,250,9%,58,7%,37,50,69,14,97,10%,3%,84,*,*,91,6%,2%,96,1415,186,43,27%,6%,2.769101906,2.416044721,1.56880132,1.741445783,2.651818182,4.6775,7.744343842,4.173870968,7.7783761,3%
S01006590,City Centre East,Aberdeen City,801,718,2720,39,8,4,2,4034,3850,3970,654,5112,501,231,8%,61,7%,48,75,219,236,66,13%,0%,90,64%,4.40,55,30%,3%,57,708,171,46,27%,7%,3.250042796,2.11996077,2.228388017,2.092105263,2.639154779,3.983023256,5.190902282,5.251305278,4.932631954,21%
S01006591,Ferryhill North,Aberdeen City,744,622,4598,66,14,7,4,4591,4350,4311,3592,6090,2238,522,6%,45,6%,34,55,245,175,111,12%,0%,93,83%,5.50,47,13%,6%,22,299,181,7,26%,1%,2.513710884,1.543928571,2.818748299,1.336513158,3.060714286,4.673518519,6.007142857,7.730435374,7.067132653,0%
S01006592,Ferryhill North,Aberdeen City,742,649,6908,100,20,10,5,6768,6762,6936,6870,4165,4431,2855.5,1%,10,1%,10,15,42,12,68,7%,0%,55,*,*,20,0%,11%,10,136,63,23,9%,3%,1.54225,2.419408088,2.802849265,2.281415094,3.0474375,6.003666667,10.25758088,10.73383456,10.10245588,0%
S01006593,Ferryhill North,Aberdeen City,837,694,6609,95,19,10,5,6022,6371,6909,5295,5287,4259,1917,3%,24,2%,15,25,24,0,38,7%,3%,51,80%,5.43,26,0%,13%,12,145,94,24,13%,3%,1.98851888,1.821080729,3.07827474,1.614367816,3.477027995,5.431442308,7.515677083,9.049798177,7.919817708,0%
S01006594,Ferryhill North,Aberdeen City,534,369,6383,92,19,10,5,5872,5508,6559,5979,6087,3005,2533,3%,17,3%,13,35,81,0,80,11%,5%,51,*,*,45,0%,12%,12,228,61,13,11%,2%,3.649475881,1.226317254,1.098000928,2.837946429,3.473520408,4.9225,4.967750464,3.746178108,5.33135436,0%
S01006595,Ferryhill North,Aberdeen City,956,808,6116,88,18,9,5,5461,5507,5651,5163,5624,5654,1991,4%,38,3%,28,45,80,40,108,13%,9%,64,*,5.56,41,4%,6%,7,74,110,33,12%,4%,3.90757227,1.868171842,2.076913812,2.006946903,2.600390792,4.818584906,7.038851713,7.248811563,7.0575803,0%
S01006596,Ferryhill North,Aberdeen City,784,568,6881,99,20,10,5,6632,6660,6475,6613,5341,4310,2111,2%,13,2%,10,30,73,0,92,11%,0%,71,*,*,40,0%,25%,11,142,83,20,12%,3%,3.035558621,1.897882759,2.757968966,1.223189189,3.46932069,5.346428571,7.028627586,8.774324138,8.229337931,0%
S01006597,Ferryhill North,Aberdeen City,530,467,3712,54,11,6,3,4262,3570,4394,2724,6368,665,391,7%,37,7%,35,60,83,16,122,13%,7%,109,*,*,40,19%,10%,32,611,104,46,20%,9%,4.069274038,1.755375,1.693009615,2.425789474,2.258278846,4.291756757,5.353057692,3.956125,4.0384375,0%
S01006598,Ferryhill South,Aberdeen City,1017,684,6810,98,20,10,5,6880,6455,6843,6444,3283,3870,5861.5,1%,10,2%,14,20,18,24,43,10%,3%,67,93%,5.82,22,2%,16%,17,169,38,8,4%,1%,2.575833333,2.331052769,3.292591432,2.500317919,3.983382968,6.682086957,8.794425287,11.61689133,11.12417189,0%
S01006599,Ferryhill South,Aberdeen City,812,621,2958,43,9,5,3,3137,2643,2894,2905,4082,2024,1919,11%,90,10%,63,100,120,282,97,18%,6%,98,*,4.50,82,5%,3%,26,324,108,20,13%,2%,2.237091078,3.369553903,1.366902107,3.091346154,2.793475836,6.792666667,9.236713135,3.768175341,6.47505886,28%
S01006600,Ferryhill South,Aberdeen City,1238,862,6316,91,19,10,5,5644,6054,5122,5666,5801,4375,2801,4%,45,3%,23,50,44,152,136,15%,8%,65,90%,5.80,31,1%,8%,17,139,114,22,11%,2%,2.597872727,2.007565909,1.096306818,2.979570707,3.154084091,5.973067485,8.330886364,4.139356818,7.0143,0%
S01006601,Ferryhill South,Aberdeen City,1038,801,5017,72,15,8,4,4767,3865,5046,4340,6166,3923,1929,6%,58,7%,53,55,69,105,83,14%,0%,74,85%,5.19,40,2%,7%,17,166,137,22,14%,2%,3.214518463,1.289745509,1.127637226,2.775185874,3.714820359,5.533390805,6.218922156,4.450783433,7.085823353,0%
S01006602,Ferryhill South,Aberdeen City,896,572,6840,99,20,10,5,5615,6479,6481,6608,5266,6677,6407,4%,33,2%,12,30,73,58,90,12%,2%,55,85%,6.40,17,1%,27%,*,*,25,3,3%,0%,3.085776451,1.298771331,2.434146758,2.306644444,3.923148464,6.060969388,5.447189989,8.509254835,8.704644482,0%
S01006603,"Kincorth, Leggart and Nigg North",Aberdeen City,803,502,1367,20,4,2,1,2116,1062,1475,1009,3364,1098,2099,16%,126,17%,85,140,134,108,152,24%,3%,131,72%,5.17,142,8%,2%,38,479,117,8,14%,1%,1.920229682,3.341160188,1.835503534,3.067515152,4.148733804,7.205456432,9.81369258,3.848639576,16.06598645,2%
S01006604,"Kincorth, Leggart and Nigg North",Aberdeen City,653,430,3121,45,9,5,3,2915,3244,2798,2419,4156,3854,2418,12%,78,8%,36,90,140,23,135,21%,3%,119,79%,5.00,104,8%,12%,11,171,86,9,13%,1%,2.762374631,2.052422566,2.066161504,2.362244898,4.046500737,6.844865772,6.874369469,5.284889381,14.07227876,2%
S01006605,"Kincorth, Leggart and Nigg North",Aberdeen City,781,480,1743,25,5,3,2,1566,2180,1381,1253,5966,1276,2105,19%,149,12%,57,125,425,123,135,24%,4%,136,73%,4.88,129,4%,3%,34,441,113,9,14%,1%,2.881296758,1.264650873,1.29394015,2.187826603,4.385589152,6.712259414,4.801870324,4.233721945,13.44102244,0%
S01006606,"Kincorth, Leggart and Nigg North",Aberdeen City,794,480,4154,60,12,6,3,4419,3586,3569,3619,3471,3734,3625,7%,52,7%,35,85,78,19,101,18%,3%,102,82%,5.78,90,2%,6%,14,179,77,7,9%,1%,2.869696149,2.542397714,2.542722623,2.899923077,3.66673586,6.769571429,8.542635379,8.835294826,11.72701264,0%
S01006607,"Kincorth, Leggart and Nigg North",Aberdeen City,919,616,3196,46,10,5,3,3288,3120,3424,1564,5821,4292,1663,10%,96,9%,54,85,97,165,64,17%,2%,107,79%,5.13,126,6%,2%,13,143,156,3,17%,0%,3.28626606,1.358230728,1.556252677,2.122839806,4.203054069,5.484870968,4.899170236,4.993897216,13.21594486,0%
S01006608,"Kincorth, Leggart and Nigg South",Aberdeen City,1653,1118,5522,80,16,8,4,5860,6263,6214,4902,965,3653,4827,3%,53,2%,26,35,38,0,62,14%,3%,78,87%,5.81,66,2%,13%,30,184,51,2,7%,0%,3.029750683,4.114224727,3.973773907,4.476624685,5.491922814,5.187286996,13.88489071,13.79221995,17.61547814,20%
S01006609,"Kincorth, Leggart and Nigg South",Aberdeen City,1054,684,3070,45,9,5,3,3219,3563,3138,1406,5070,2254.5,2227,11%,113,7%,51,85,128,85,101,19%,7%,105,76%,4.33,115,5%,6%,31,298,157,0,15%,0%,2.938800564,1.776883819,1.88394873,2.561569038,4.656509878,5.22212766,5.268951082,4.907587018,12.97783161,0%
S01006610,"Kincorth, Leggart and Nigg South",Aberdeen City,431,287,2413,35,7,4,2,2889,1746,2026,2239,5441,4338,2130,12%,52,14%,39,95,207,67,85,27%,0%,143,72%,5.20,107,0%,4%,6,141,64,4,14%,1%,2.558546771,1.489159243,1.577962138,2.364040404,4.471648107,6.435320513,5.469287305,5.002422049,14.29844655,0%
S01006611,"Kincorth, Leggart and Nigg South",Aberdeen City,906,609,2957,43,9,5,3,2979,2690.5,2393,3204,4710,2426,1946,12%,106,10%,61,110,137,134,99,22%,4%,115,85%,5.19,130,0%,8%,25,279,138,7,15%,1%,2.04062296,2.186452666,1.558239935,2.599254032,3.905095212,7.204016393,8.527157236,4.531368335,16.42679815,0%
S01006612,"Kincorth, Leggart and Nigg South",Aberdeen City,858,589,4528,65,13,7,4,4720,4218,4088,3489,3337,2921,4272,6%,49,6%,34,75,70,16,60,19%,0%,96,87%,5.29,91,2%,7%,20,236,64,10,7%,1%,1.246829268,3.201231127,1.789991289,3.52604,4.09970964,6.608878924,10.86614692,4.872444832,15.96800523,10%
S01006613,Cove South,Aberdeen City,591,425,6733,97,20,10,5,6767,6615,6678,5837,3205,3842,5294,1%,8,2%,8,35,12,0,70,13%,0%,49,91%,6.00,46,2%,12%,10,171,33,5,5%,1%,3.546793301,2.833680556,2.787606209,1.903928571,6.182802288,4.66640625,6.468022876,10.07669935,15.50071078,0%
S01006614,Cove South,Aberdeen City,669,476,6443,93,19,10,5,5973,5994,6260,5211,3566,6266,6277,3%,20,3%,13,40,73,36,27,12%,0%,65,92%,5.72,48,2%,5%,3,45,15,10,2%,1%,3.825553097,2.125147493,1.946471239,2.643628571,6.444085546,5.305775194,6.288366519,7.433053097,15.67466814,0%
S01006615,Cove South,Aberdeen City,838,586,6252,90,18,9,5,5671.5,6342,6837,6179,1704,5958,6640,4%,30,2%,13,30,24,0,49,10%,0%,46,91%,5.90,36,0%,14%,5,60,20,0,3%,0%,3.850725503,3.341184045,3.29406093,2.961734317,6.586843593,5.514295302,9.142330402,9.738523869,17.18682789,0%
S01006616,Cove South,Aberdeen City,747,597,6374,92,19,10,5,6408,5775,5434,4960,4163,6081,4782,2%,16,3%,18,35,103,16,114,15%,6%,93,88%,5.60,55,1%,11%,4,54,43,15,5%,2%,3.434254442,1.734070431,1.813937183,2.71412,6.05313769,4.883615385,5.056167513,7.067639594,14.74009518,0%
S01006617,Cove South,Aberdeen City,635,415,5492,79,16,8,4,6044,4822,4765,3763,4624,3533,4538,3%,18,5%,19,70,37,24,88,16%,0%,70,90%,5.27,74,3%,5%,12,191,36,18,5%,3%,3.499045521,2.417584435,1.055980176,2.558415842,6.1170558,5.01047619,7.174977974,3.646013216,14.49848752,0%
S01006618,Cove South,Aberdeen City,474,324,6688,96,20,10,5,6525.5,6781,5585,4415,4723,6322,5357,2%,9,1%,5,40,65,67,87,19%,10%,61,*,5.29,57,7%,16%,*,*,25,6,5%,1%,3.205048638,1.524790856,2.340452335,2.709148936,5.825646887,4.373378378,3.929309339,9.674182879,14.20847276,0%
S01006619,Cove North,Aberdeen City,869,586,5487,79,16,8,4,6080,5100,4777,3996,2657,5501,4641,3%,24,4%,24,55,40,16,128,16%,7%,83,89%,5.36,90,1%,7%,7,82,45,23,5%,3%,3.333050511,2.679287741,2.049886493,2.804433498,5.951634506,4.779666667,7.343785471,7.297729852,14.7850681,31%
S01006620,Cove North,Aberdeen City,786,515,5059,73,15,8,4,4964,4983.5,4357,3094,4533,4579,3973,5%,40,4%,22,75,26,0,86,17%,5%,94,88%,5.36,87,5%,3%,10,129,63,16,7%,2%,2.293004127,1.843567217,2.403260613,2.192052239,4.911948703,3.845058824,4.497010613,8.06104658,11.69452241,16%
S01006621,Cove North,Aberdeen City,504,322,5523,80,16,8,4,5877.5,4741,4438,3562,5045,6375,4009.5,3%,16,5%,15,50,85,0,129,18%,4%,111,86%,5.64,79,6%,5%,*,*,32,16,6%,3%,1.485855769,1.629057692,2.923052885,2.747421053,4.10375,3.02204918,5.892173077,8.132865385,10.79457692,5%
S01006622,Cove North,Aberdeen City,663,529,6069,87,18,9,5,5485.5,5293,5589,5119,5085,6255,3067,4%,26,4%,20,45,42,36,35,15%,8%,84,*,5.41,58,1%,10%,3,46,57,23,9%,3%,2.045620329,1.22348281,3.014379671,2.39609375,4.664809417,3.487883436,6.364323617,10.95946562,13.23064275,0%
S01006623,Cove North,Aberdeen City,719,483,2241,33,7,4,2,3719.5,2330,2283,2064,3045,60,2155,9%,63,11%,54,90,118,36,178,27%,13%,112,72%,5.44,109,4%,5%,117,1634,82,24,12%,3%,2.761562092,2.993823529,2.430232026,3.479675926,3.222303922,4.841122449,9.804656863,7.423526144,10.93640196,17%
S01006624,Torry West,Aberdeen City,771,611,2058,30,6,3,2,3093,2176,2825,491,6786,1381,160,11%,87,12%,72,90,212,289,97,16%,8%,117,64%,5.22,139,13%,1%,32,420,235,70,29%,9%,1.535696038,1.522640772,1.272651199,1.965898437,1.58061001,6.775,5.424747132,4.742020334,5.158305527,0%
S01006625,Torry West,Aberdeen City,621,441,3148,46,10,5,3,3051,3199,3366,2947,6754,567,1674,11%,71,9%,37,90,71,64,98,17%,0%,109,74%,5.40,105,0%,9%,42,669,103,3,17%,0%,2.364301766,1.290943018,1.602941413,1.828814815,1.670597913,6.928857143,4.039727127,5.43535313,5.716500803,0%
S01006626,Torry West,Aberdeen City,683,477,1300,19,4,2,1,1781,1222,1293,923,6458,374,684,18%,121,16%,76,115,268,243,171,22%,13%,163,72%,4.63,152,5%,5%,55,801,165,10,23%,1%,2.837778552,1.3166539,1.949923398,2.155704225,2.014011142,7.276038961,4.080682451,6.263763928,6.716671309,0%
S01006627,Torry West,Aberdeen City,818,681,1238,18,4,2,1,2123,1619,1840,84,6262,1592,84,16%,128,14%,96,130,194,349,190,16%,15%,116,55%,4.00,107,20%,3%,31,384,320,40,38%,5%,2.679103609,2.162773574,1.114036671,2.367809524,1.209295693,7.016293103,7.834071595,3.584953434,3.979039581,1%
S01006628,Torry West,Aberdeen City,1055,866,2163,32,7,4,2,2798,2219,3127,1396,6714,313,45,12%,131,12%,102,85,173,176,181,12%,2%,115,70%,5.67,117,17%,3%,89,845,412,110,38%,10%,1.735198268,1.993372835,0.840822698,2.185335821,0.90715588,6.748464912,5.790385141,2.396312671,2.577509116,0%
S01006629,Torry West,Aberdeen City,872,516,1081,16,4,2,1,1053,1570,1226,334,6681,1272,902,23%,201,14%,74,110,595,141,164,24%,5%,156,61%,4.32,159,6%,5%,38,441,159,2,22%,0%,2.696855542,1.790373599,1.200547945,2.536969178,1.217705479,6.361653543,6.065691158,5.092173101,5.101980075,0%
S01006630,Torry West,Aberdeen City,652,400,1425,21,5,3,2,1280,1755.5,1890,770,5006,1393,1174,21%,138,14%,54,150,25,181,116,21%,7%,124,76%,5.14,200,8%,3%,27,419,118,8,19%,1%,3.581511164,2.594800638,1.941909888,2.069571429,1.914366029,6.557743056,9.62539075,5.447121212,7.092735247,0%
S01006631,Torry East,Aberdeen City,1047,666,1207,18,4,2,1,1839,1865,1971,194,2542,550,795,17%,181,13%,87,115,157,129,152,21%,4%,130,62%,4.21,154,5%,2%,71,677,176,33,19%,4%,4.30658896,3.157660772,2.721680064,2.750992509,2.816784566,8.080539683,10.43711415,9.844785638,10.33376474,1%
S01006632,Torry East,Aberdeen City,826,569,1288,19,4,2,1,1480,1531,2111,397,5338,820,759,20%,163,15%,83,115,150,211,168,18%,2%,124,68%,4.21,167,9%,4%,46,552,181,10,22%,1%,3.409802956,1.925849754,2.01950431,2.578598901,2.09447968,7.557575758,7.211206897,7.013275862,7.419538177,0%
S01006633,Torry East,Aberdeen City,660,434,657,10,2,1,1,798,650,1231,621,5012,56,776,26%,169,20%,86,135,248,402,135,21%,5%,150,61%,5.33,193,5%,6%,112,1703,159,4,23%,1%,3.736373391,2.541648784,2.217925608,1.32815508,2.163855508,6.930106952,8.514306152,8.515801144,9.444449213,0%
S01006634,Torry East,Aberdeen City,624,423,417,6,2,1,1,563,583,765,252,3094,100,1070,28%,175,21%,87,170,244,442,178,21%,9%,146,69%,4.57,192,8%,1%,83,1331,118,14,19%,2%,4.624100946,3.273753943,3.0442153,1.870881148,3.042326498,7.692260274,9.818927445,8.719751577,9.947409306,0%
S01006635,Torry East,Aberdeen City,627,418,1480,22,5,3,2,1941,1910.5,2481,377,4594,736,731,17%,105,13%,54,110,76,429,117,17%,3%,123,61%,4.30,146,3%,3%,36,581,146,11,22%,2%,3.841660334,2.39162234,2.298970365,2.209640719,2.364745441,7.573823529,7.005030395,8.830919453,9.11975304,0%
S01006636,Torry East,Aberdeen City,798,502,754,11,3,2,1,759,893,1001,1216,1907,343,983,26%,207,18%,91,150,315,482,197,18%,4%,149,74%,5.31,198,7%,8%,66,825,182,5,21%,1%,5.13345977,3.710316092,3.552856322,2.395261584,3.596545977,8.166536145,9.814,9.435672414,10.71904598,0%
S01006637,Hanover South,Aberdeen City,772,608,2463,36,8,4,2,3313.5,3030,3572,1207,3515,544,457,10%,80,9%,55,90,127,63,130,13%,8%,92,76%,*,72,13%,4%,53,682,154,43,22%,6%,3.670478088,2.925458167,2.988658699,2.184444444,2.857450199,5.165131579,9.437735724,9.003044489,8.589797477,2%
S01006638,Hanover South,Aberdeen City,779,663,1630,24,5,3,2,2310,1838,1843,714,6664,438,324,15%,114,13%,88,135,183,177,157,19%,5%,115,61%,5.00,84,9%,1%,59,754,221,36,26%,4%,2.279436451,1.045155875,2.145044964,1.784827586,2.792541966,4.78125,3.874181655,6.174823141,7.882233213,0%
S01006639,Hanover South,Aberdeen City,924,702,1694,25,5,3,2,1740,1655,1490,2308,6179,681,205,18%,166,14%,98,145,228,98,153,20%,3%,130,76%,5.46,98,2%,2%,56,603,271,62,29%,7%,2.033772487,1.685674603,1.989936508,1.518924528,2.731833333,4.371803279,4.879248677,4.402219577,6.779978836,1%
S01006640,Hanover South,Aberdeen City,822,743,5973,86,18,9,5,5695,6491,6692,3610,4951,2794,1145.5,4%,29,2%,15,25,112,51,56,9%,6%,61,*,5.00,47,7%,14%,20,246,141,6,20%,1%,3.158184647,1.81131397,2.608592669,1.941333333,2.156082296,5.086891892,7.550311203,9.173827801,7.339052559,4%
S01006641,Hanover North,Aberdeen City,1044,888,3513,51,11,6,3,3967,2852,3923,2997,6470,1976,220,8%,82,10%,85,90,147,152,57,14%,3%,79,70%,*,78,10%,10%,34,330,296,53,30%,5%,2.673661228,0.889241843,2.797303263,2.294519231,2.933174184,5.343452381,3.001158829,8.588104607,8.898666027,0%
S01006642,Hanover North,Aberdeen City,1299,1184,3554,51,11,6,3,4032,3677,3725,3174,5650,638,207,8%,99,7%,84,95,168,153,120,13%,3%,72,77%,4.80,46,18%,22%,81,624,243,49,29%,6%,1.296698835,2.014805171,3.05828842,2.772358491,3.333627094,3.979444444,3.874959942,4.472618354,6.559887109,2%
S01006643,Hanover North,Aberdeen City,698,637,5411,78,16,8,4,5824,5160,5073,4559,5750,2335,219,3%,23,4%,25,55,70,140,168,10%,0%,73,*,*,35,0%,37%,20,290,207,48,28%,7%,1.955592466,1.622304795,3.169780822,2.598,3.752181507,4.751428571,3.871938356,5.428712329,7.460643836,0%
S01006644,Hanover North,Aberdeen City,1139,1001,4370,63,13,7,4,4354,4100,4609,3951,4306,2766,288,7%,77,6%,61,75,52,28,66,15%,10%,73,80%,5.43,86,11%,40%,28,249,276,32,29%,3%,2.067873832,2.018169782,3.639418484,3.166310345,4.289306854,5.365970149,5.398468328,7.257928349,10.04533229,0%
S01006645,George Street,Aberdeen City,688,512,1007,15,3,2,1,1049,874,1969,1306,4960,104,769,23%,159,18%,94,120,248,127,125,18%,2%,135,73%,5.00,134,7%,4%,90,1310,131,30,19%,4%,1.943686317,2.444381368,3.979275837,2.947517483,2.532529112,3.677987013,5.790931587,8.324101164,4.36915575,3%
S01006646,George Street,Aberdeen City,861,762,3888,56,12,6,3,4871,5686,4431,1775,4665,311,195,5%,46,3%,24,70,81,26,168,11%,8%,85,*,n/a,60,13%,8%,73,847,152,45,28%,8%,1.561385572,2.687221393,3.554691542,2.735846154,2.961482587,2.331481481,6.333228856,7.315788557,5.017492537,42%
S01006647,George Street,Aberdeen City,625,460,2962,43,9,5,3,2616,3026,3461,3013,4372,2027,597,13%,83,9%,42,80,119,192,107,14%,0%,113,71%,6.17,116,4%,8%,20,324,134,32,21%,5%,1.427040895,2.762893519,3.343294753,3.458177083,3.210250772,3.054803922,7.291527778,6.270104167,5.646574074,29%
S01006648,George Street,Aberdeen City,1751,1611,3506,51,11,6,3,4103,3531,4607,2898,4732,599,163,7%,130,8%,122,85,87,49,139,10%,6%,64,83%,4.63,70,12%,16%,112,642,325,82,30%,8%,3.060918792,2.03344235,3.049717295,2.282887324,2.606323448,2.179526316,4.805893847,6.605302106,5.76046286,59%
S01006649,George Street,Aberdeen City,954,828,2287,33,7,4,2,2481,1966,2411,2839,6660,675,642,14%,132,13%,106,125,132,106,161,17%,9%,100,77%,*,100,4%,3%,58,605,217,23,23%,2%,2.465202914,1.455052029,3.132645682,2.302848837,1.623798127,3.98164557,4.804812695,6.53041103,3.460104058,0%
S01006650,George Street,Aberdeen City,801,680,2621,38,8,4,2,3497,3438,2781,1088,6715,576,164,10%,77,8%,53,85,202,213,170,14%,5%,124,76%,*,67,20%,1%,53,657,267,56,31%,7%,2.904612922,1.152927823,2.775419092,2.72971831,1.769231665,4.242954545,2.729522701,5.744365541,3.898099534,0%
S01006651,George Street,Aberdeen City,677,536,2106,31,7,4,2,3031,2813,3335,536,6545,255,188,12%,78,10%,52,90,190,53,106,18%,0%,89,41%,*,84,4%,1%,63,927,194,36,31%,6%,2.085350394,1.239503937,3.606248031,3.222207792,1.757082677,4.641842105,4.002582677,6.406444882,4.59288189,0%
S01006652,George Street,Aberdeen City,744,664,5477,79,16,8,4,5319,5873,5609,4065,5412,1896,579,4%,32,3%,19,35,80,15,129,14%,0%,91,*,*,65,0%,2%,25,340,120,21,22%,4%,1.322201835,1.600981651,3.752573394,3.118023256,2.213013761,3.927105263,5.39412844,7.330229358,5.995522936,13%
S01006653,Ashgrove,Aberdeen City,545,427,5467,79,16,8,4,4731,4998,5539,4785,5739,2844,2877,6%,31,4%,18,50,86,19,65,14%,3%,69,*,5.00,24,0%,4%,13,242,66,5,12%,1%,4.821400709,3.388922872,0.910536348,2.95,2.652876773,4.044464286,6.754835993,2.919574468,7.838798759,0%
S01006654,Ashgrove,Aberdeen City,877,638,1188,18,4,2,1,1396,1132,1021,982,4012,1544,1262,20%,179,17%,106,165,312,172,112,23%,11%,134,66%,4.93,107,12%,5%,34,393,169,8,19%,1%,4.437984136,3.580500547,1.405847921,3.045192982,3.442193654,4.13562963,9.726425055,5.779647155,10.39472648,0%
S01006655,Ashgrove,Aberdeen City,809,598,3637,53,11,6,3,4380,2947,3356,4888,3405,909,1776,7%,54,9%,56,100,34,84,280,15%,9%,81,83%,6.60,102,3%,10%,43,526,98,5,16%,1%,4.987137431,3.669385359,2.088228591,3.615058824,2.987627762,4.493969466,9.430383287,6.664195442,9.712472376,0%
S01006656,Ashgrove,Aberdeen City,980,815,3391,49,10,5,3,3245,3314,3665,2916,6407,1310,814,11%,104,8%,67,90,114,53,88,14%,9%,95,74%,5.43,52,2%,3%,43,434,177,42,19%,4%,3.356349535,1.871540848,2.680801448,1.725912698,2.229550155,3.318375,4.767119959,5.872885212,6.663453981,0%
S01006657,Ashgrove,Aberdeen City,525,447,2576,37,8,4,2,3333,3234,3538,2055,5969,4,296,10%,54,8%,38,85,76,95,115,15%,3%,103,75%,*,73,6%,4%,388,7388,140,30,26%,6%,4.108166978,2.199160448,1.232070896,1.770925926,3.132845149,2.714622642,3.426329291,2.637630597,4.544076493,5%
S01006658,"Froghall, Powis and Sunnybank",Aberdeen City,1204,1006,2192,32,7,4,2,2734,2892,2634,787,4641,1380,180,13%,153,9%,95,90,183,262,137,15%,12%,124,67%,4.15,104,8%,5%,51,421,337,37,33%,4%,2.454313773,1.959835112,3.825162464,2.811941964,2.780387973,4.990718954,7.3542871,9.671554316,8.378322017,0%
S01006659,"Froghall, Powis and Sunnybank",Aberdeen City,603,484,6318,91,19,10,5,6482,6703,6035,3570,5697,4169,911,2%,12,2%,8,30,109,96,100,12%,0%,78,74%,*,38,0%,1%,9,151,129,11,20%,2%,2.968639241,1.52309731,3.137994462,1.584016393,2.554450158,4.233392857,6.201867089,8.213615506,6.342294304,0%
S01006660,"Froghall, Powis and Sunnybank",Aberdeen City,505,371,2358,34,7,4,2,2065,3367,4556,1030,5213,1169,137,16%,81,8%,30,70,113,149,38,11%,4%,95,62%,4.83,116,0%,3%,23,461,179,25,34%,5%,3.655464896,1.868296964,3.336100569,2.73825419,2.585199241,4.482861446,5.852381404,8.715493359,5.381328273,0%
S01006661,"Froghall, Powis and Sunnybank",Aberdeen City,592,477,4909,71,15,8,4,5353,5865,5307,1461,5962,4113,435,4%,25,3%,14,50,42,41,101,13%,5%,76,65%,4.67,56,0%,1%,9,154,132,43,21%,7%,3.47585209,1.90670418,3.216491158,1.75188172,2.61039791,3.680769231,5.20744373,8.862242765,5.231141479,0%
