Quarter Ending,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 9 - 12 weeks,> 12-15 weeks,> 15-18 weeks,>18 weeks,> 13 - 26 weeks1,> 26 weeks,Total Waiting ,,,,,,,,,,,
31-Mar-2020,Western,Ophthalmology,Acute Services,208,118,--,90,32,57,350,--,--,855,,,,,,,,,,,
30-Jun-2020,Belfast,T & O Surgery,Acute Services,225,25,--,15,36,126,217,--,--,644,,,,,,,,,,,
30-Jun-2020,Belfast,Ophthalmology,Acute Services,55,16,--,4,19,115,287,--,--,496,,,,,,,,,,,
30-Jun-2020,Belfast,Dermatology,Acute Services,33,10,--,3,15,62,331,--,--,454,,,,,,,,,,,
30-Jun-2020,Northern,T & O Surgery,Acute Services,621,171,--,125,333,855,4293,--,--,"6,398",,,,,,,,,,,
30-Jun-2020,Northern,Ophthalmology,Acute Services,4,3,--,3,6,46,282,--,--,344,,,,,,,,,,,
30-Jun-2020,Northern,Dermatology,Acute Services,110,31,--,24,20,104,174,--,--,463,,,,,,,,,,,
30-Jun-2020,South Eastern,T & O Surgery,Acute Services,341,55,--,42,21,2,0,--,--,461,,,,,,,,,,,
30-Jun-2020,South Eastern,Ophthalmology,Acute Services,14,2,--,2,12,53,280,--,--,363,,,,,,,,,,,
30-Jun-2020,South Eastern,Dermatology,Acute Services,19,9,--,2,4,24,207,--,--,265,,,,,,,,,,,
30-Jun-2020,Southern,T & O Surgery,Acute Services,348,78,--,48,73,332,2608,--,--,"3,487",,,,,,,,,,,
30-Jun-2020,Southern,ENT,Acute Services,15,17,--,14,2,63,158,--,--,269,,,,,,,,,,,
30-Jun-2020,Southern,Cardiology,Acute Services,28,17,--,14,9,34,259,--,--,361,,,,,,,,,,,
30-Jun-2020,Western,Urology,Acute Services,0,0,--,0,0,0,4,--,--,4,,,,,,,,,,,
30-Jun-2020,Western,T & O Surgery,Acute Services,325,48,--,25,57,200,650,--,--,"1,305",,,,,,,,,,,
30-Jun-2020,Western,Ophthalmology,Acute Services,74,11,--,7,29,123,580,--,--,824,,,,,,,,,,,
30-Jun-2020,Western,Cardiology,Acute Services,1,0,--,0,0,0,0,--,--,1,,,,,,,,,,,
30-Sep-2020,Belfast,T & O Surgery,Acute Services,422,30,--,5,5,2,16,--,--,480,,,,,,,,,,,
30-Sep-2020,Belfast,Ophthalmology,Acute Services,117,47,--,30,17,9,356,--,--,576,,,,,,,,,,,
30-Sep-2020,Belfast,Dermatology,Acute Services,58,37,--,25,20,16,426,--,--,582,,,,,,,,,,,
30-Sep-2020,Northern,T & O Surgery,Acute Services,1043,327,--,282,270,223,3709,--,--,"5,854",,,,,,,,,,,
30-Sep-2020,Northern,Ophthalmology,Acute Services,63,12,--,13,6,1,251,--,--,346,,,,,,,,,,,
30-Sep-2020,Northern,Dermatology,Acute Services,149,64,--,52,47,41,249,--,--,602,,,,,,,,,,,
30-Sep-2020,South Eastern,T & O Surgery,Acute Services,590,180,--,144,115,28,6,--,--,"1,063",,,,,,,,,,,
30-Sep-2020,South Eastern,Ophthalmology,Acute Services,17,9,--,9,3,8,260,--,--,306,,,,,,,,,,,
30-Sep-2020,South Eastern,Dermatology,Acute Services,50,20,--,19,16,5,227,--,--,337,,,,,,,,,,,
30-Sep-2020,Southern,T & O Surgery,Acute Services,512,197,--,160,156,102,1970,--,--,"3,097",,,,,,,,,,,
30-Sep-2020,Southern,ENT,Acute Services,15,12,--,6,8,7,254,--,--,302,,,,,,,,,,,
30-Sep-2020,Southern,Cardiology,Acute Services,37,18,--,19,9,9,249,--,--,341,,,,,,,,,,,
30-Sep-2020,Western,T & O Surgery,Acute Services,397,136,--,105,119,45,268,--,--,"1,070",,,,,,,,,,,
30-Sep-2020,Western,Ophthalmology,Acute Services,119,47,--,37,28,10,769,--,--,"1,010",,,,,,,,,,,
31-Dec-2020,Belfast,T & O Surgery,Acute Services,487,31,--,2,3,4,16,--,--,543,,,,,,,,,,,
31-Dec-2020,Belfast,Ophthalmology,Acute Services,96,46,--,44,46,33,423,--,--,688,,,,,,,,,,,
31-Dec-2020,Belfast,Dermatology,Acute Services,51,29,--,26,28,17,474,--,--,625,,,,,,,,,,,
31-Dec-2020,Northern,T & O Surgery,Acute Services,904,398,--,389,412,328,2918,--,--,"5,349",,,,,,,,,,,
31-Dec-2020,Northern,Ophthalmology,Acute Services,60,11,--,17,33,22,192,--,--,335,,,,,,,,,,,
31-Dec-2020,Northern,Dermatology,Acute Services,132,72,--,73,62,56,116,--,--,511,,,,,,,,,,,
31-Dec-2020,South Eastern,T & O Surgery,Acute Services,567,203,--,225,195,135,1468,--,--,"2,793",,,,,,,,,,,
31-Dec-2020,South Eastern,Ophthalmology,Acute Services,32,11,--,6,9,7,242,--,--,307,,,,,,,,,,,
31-Dec-2020,South Eastern,Dermatology,Acute Services,59,22,--,27,17,18,242,--,--,385,,,,,,,,,,,
31-Dec-2020,Southen,T & O Surgery,Acute Services,460,209,--,157,159,135,1223,--,--,"2,343",,,,,,,,,,,
31-Dec-2020,Southen,ENT,Acute Services,24,6,--,7,7,14,281,--,--,339,,,,,,,,,,,
31-Dec-2020,Southen,Cardiology,Acute Services,34,30,--,14,15,14,226,--,--,333,,,,,,,,,,,
31-Dec-2020,Western,T & O Surgery,Acute Services,390,141,--,119,106,102,253,--,--,"1,111",,,,,,,,,,,
31-Dec-2020,Western,Ophthalmology,Acute Services,109,57,--,49,45,52,687,--,--,999,,,,,,,,,,,
31-Mar-2021,Belfast,T & O Surgery,Acute Services,644,47,--,3,0,1,0,--,--,695,,,,,,,,,,,
31-Mar-2021,Belfast,Ophthalmology,Acute Services,209,69,--,55,34,35,536,--,--,938,,,,,,,,,,,
31-Mar-2021,Belfast,Dermatology,Acute Services,61,27,--,22,17,23,533,--,--,683,,,,,,,,,,,
31-Mar-2021,Northern,T & O Surgery,Acute Services,1198,408,--,403,250,340,2564,--,--,"5,163",,,,,,,,,,,
31-Mar-2021,Northern,Ophthalmology,Acute Services,58,14,--,8,5,22,186,--,--,293,,,,,,,,,,,
31-Mar-2021,Northern,Dermatology,Acute Services,186,51,--,54,29,49,217,--,--,586,,,,,,,,,,,
31-Mar-2021,South Eastern,T & O Surgery,Acute Services,663,171,--,156,129,159,1079,--,--,"2,357",,,,,,,,,,,
31-Mar-2021,South Eastern,ENT,Acute Services,17,8,--,8,11,9,318,--,--,371,,,,,,,,,,,
31-Mar-2021,South Eastern,Cardiology,Acute Services,48,9,--,14,11,10,219,--,--,311,,,,,,,,,,,
31-Mar-2021,Southern,T & O Surgery,Acute Services,733,218,--,202,137,187,615,--,--,"2,092",,,,,,,,,,,
31-Mar-2021,Southern,Ophthalmology,Acute Services,33,7,--,9,7,21,236,--,--,313,,,,,,,,,,,
31-Mar-2021,Southern,Dermatology,Acute Services,86,31,--,28,43,38,275,--,--,501,,,,,,,,,,,
31-Mar-2021,Western,T & O Surgery,Acute Services,526,149,--,110,66,125,412,--,--,"1,388",,,,,,,,,,,
31-Mar-2021,Western,Ophthalmology,Acute Services,121,35,--,29,23,40,781,--,--,"1,029",,,,,,,,,,,
30-Jun-2021,Belfast,T & O Surgery,Acute Services,870,338,--,300,22,0,1,--,--,"1,531",,,,,,,,,,,
30-Jun-2021,Belfast,Ophthalmology,Acute Services,285,150,--,117,60,126,514,--,--,"1,252",,,,,,,,,,,
30-Jun-2021,Belfast,Dermatology,Acute Services,19,10,--,18,19,32,498,--,--,596,,,,,,,,,,,
30-Jun-2021,Northern,T & O Surgery,Acute Services,1381,523,--,552,419,452,1619,--,--,"4,946",,,,,,,,,,,
30-Jun-2021,Northern,Ophthalmology,Acute Services,56,16,--,13,25,17,174,--,--,301,,,,,,,,,,,
30-Jun-2021,Northern,Dermatology,Acute Services,195,61,--,95,59,45,97,--,--,552,,,,,,,,,,,
30-Jun-2021,South Eastern,T & O Surgery,Acute Services,902,302,--,278,190,245,613,--,--,"2,530",,,,,,,,,,,
30-Jun-2021,South Eastern,Ophthalmology,Acute Services,6,0,--,21,11,18,179,--,--,235,,,,,,,,,,,
30-Jun-2021,South Eastern,Dermatology,Acute Services,55,37,--,48,56,42,278,--,--,516,,,,,,,,,,,
30-Jun-2021,Southern,T & O Surgery,Acute Services,791,281,--,259,198,216,707,--,--,"2,452",,,,,,,,,,,
30-Jun-2021,Southern,ENT,Acute Services,15,12,--,7,12,8,354,--,--,408,,,,,,,,,,,
30-Jun-2021,Southern,Cardiology,Acute Services,48,18,--,16,16,8,174,--,--,280,,,,,,,,,,,
30-Jun-2021,Western,T & O Surgery,Acute Services,549,174,--,166,168,133,377,--,--,"1,567",,,,,,,,,,,
30-Jun-2021,Western,Ophthalmology,Acute Services,152,69,--,50,42,43,768,--,--,"1,124",,,,,,,,,,,
30-Sep-2021,Belfast,T & O Surgery,Acute Services,729,311,--,334,344,344,360,--,--,"2,422",,,,,,,,,,,
30-Sep-2021,Belfast,Ophthalmology,Acute Services,232,83,--,83,109,118,770,--,--,"1,395",,,,,,,,,,,
30-Sep-2021,Belfast,Dermatology,Acute Services,6,3,--,3,0,4,433,--,--,449,,,,,,,,,,,
30-Sep-2021,Northern,T & O Surgery,Acute Services,1353,488,--,441,515,490,1884,--,--,"5,171",,,,,,,,,,,
30-Sep-2021,Northern,Ophthalmology,Acute Services,43,14,--,35,16,23,190,--,--,321,,,,,,,,,,,
30-Sep-2021,Northern,Dermatology,Acute Services,178,61,--,70,74,54,87,--,--,524,,,,,,,,,,,
30-Sep-2021,South Eastern,T & O Surgery,Acute Services,842,290,--,255,284,281,1278,--,--,"3,230",,,,,,,,,,,
30-Sep-2021,South Eastern,Dermatology,Acute Services,40,43,--,36,47,33,358,--,--,557,,,,,,,,,,,
30-Sep-2021,Southern,T & O Surgery,Acute Services,755,254,--,243,283,248,1107,--,--,"2,890",,,,,,,,,,,
30-Sep-2021,Southern,ENT,Acute Services,9,6,--,5,8,7,396,--,--,431,,,,,,,,,,,
30-Sep-2021,Southern,Cardiology,Acute Services,37,17,--,18,13,8,169,--,--,262,,,,,,,,,,,
30-Sep-2021,Western,T & O Surgery,Acute Services,560,166,--,153,177,170,460,--,--,"1,686",,,,,,,,,,,
30-Sep-2021,Western,Ophthalmology,Acute Services,131,55,--,39,68,37,904,--,--,"1,234",,,,,,,,,,,
31-Dec-2021,Belfast,T & O Surgery,Acute Services,479,283,--,298,325,284,1045,--,--,"2,714",,,,,,,,,,,
31-Dec-2021,Belfast,Ophthalmology,Acute Services,202,96,--,100,96,107,661,--,--,"1,262",,,,,,,,,,,
31-Dec-2021,Belfast,Dermatology,Acute Services,33,2,--,2,1,3,413,--,--,454,,,,,,,,,,,
31-Dec-2021,Northern,T & O Surgery,Acute Services,1028,472,--,466,517,496,1868,--,--,"4,847",,,,,,,,,,,
31-Dec-2021,Northern,Ophthalmology,Acute Services,40,23,--,34,20,19,227,--,--,363,,,,,,,,,,,
31-Dec-2021,Northern,Dermatology,Acute Services,142,72,--,68,71,67,63,--,--,483,,,,,,,,,,,
31-Dec-2021,South Eastern,T & O Surgery,Acute Services,624,361,--,237,276,216,2178,--,--,"3,892",,,,,,,,,,,
31-Dec-2021,South Eastern,Dermatology,Acute Services,50,42,--,45,46,35,377,--,--,595,,,,,,,,,,,
31-Dec-2021,Southern,T & O Surgery,Acute Services,523,268,--,284,266,221,1678,--,--,"3,240",,,,,,,,,,,
31-Dec-2021,Southern,ENT,Acute Services,7,8,--,12,1,7,420,--,--,455,,,,,,,,,,,
31-Dec-2021,Southern,Cardiology,Acute Services,46,15,--,9,6,3,101,--,--,180,,,,,,,,,,,
31-Dec-2021,Western,T & O Surgery,Acute Services,538,181,--,184,187,130,422,--,--,"1,642",,,,,,,,,,,
31-Dec-2021,Western,Ophthalmology,Acute Services,105,60,--,66,61,47,1020,--,--,"1,359",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
"For the quarters ending June 2008 to March 2011 waiting times have been split into '0 - 6 weeks', '>6 - 9 weeks', '9 - 13 weeks', '>13 - 26 weeks' and '>26 weeks' timebands.",,,,,,,,,,,,,,,,,,,,,,,,
"From the quarter ending June 2011 waiting times have been split into '0 - 6 weeks', '>6 - 9 weeks', '9 - 12 weeks', '>12 - 15 weeks', '>15 - 18 weeks' and '>18 weeks' timebands.",,,,,,,,,,,,,,,,,,,,,,,,
"From the quarter ending June 2015, patients waiting over 18 weeks have been split into the timebands '>18 - 26 weeks', '>26 - 39 weeks', '>39 - 52 weeks', '>52 - 65 weeks', '>65 - 78 weeks', '>78 - 91 weeks', '>91 - 104 weeks', '>104 weeks'",,,,,,,,,,,,,,,,,,,,,,,,
"From the quarter ending June 2016, patients waiting over 18 weeks have been split into the timebands '>18 - 52 weeks', '>52 weeks'.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
