Quarter Ending,HSC Trust,Specialty,Programme Of Care,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 9 - 12 weeks,> 12-15 weeks,> 15-18 weeks,>18-26 weeks,>26-39 weeks,>39-52 weeks,>52-65 weeks,>65-78 weeks,>78-91 weeks,>91-104 weeks,>104 weeks,>18 weeks,>18-52 weeks,> 13 - 26 weeks,>52 weeks,> 26 weeks,Total Waiting
31-Dec-20,Southern,Haematology (Clinical),Acute Services,81,23,,20,6,10,12,17,30,26,14,3,8,22,,59,,73,,272
31-Dec-20,Southern,Palliative Medicine,Acute Services,3,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,3
31-Dec-20,Southern,Cardiology,Acute Services,263,93,,84,78,75,140,118,341,350,338,252,261,241,,599,,1442,,2634
31-Dec-20,Southern,Dermatology,Acute Services,591,214,,163,180,185,435,409,1098,913,764,463,0,0,,1942,,2140,,5415
31-Dec-20,Southern,Thoracic Medicine,Acute Services,135,60,,65,47,38,105,104,274,216,248,237,241,512,,483,,1454,,2282
31-Dec-20,Southern,Infectious Diseases,Acute Services,0,0,,0,0,0,0,0,4,1,1,0,0,0,,4,,2,,6
31-Dec-20,Southern,Genito-Urinary Medicine,Acute Services,4,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,4
31-Dec-20,Southern,Nephrology,Acute Services,33,4,,2,3,4,5,11,4,0,0,0,0,0,,20,,0,,66
31-Dec-20,Southern,Neurology,Acute Services,162,64,,65,54,58,138,142,261,244,265,304,236,2050,,541,,3099,,4043
31-Dec-20,Southern,Rheumatology,Acute Services,154,70,,70,74,52,153,115,251,131,91,86,116,749,,519,,1173,,2112
31-Dec-20,Southern,Paediatrics,Acute Services,511,222,,182,165,119,167,115,74,9,2,0,0,0,,356,,11,,1566
31-Dec-20,Southern,Geriatric Medicine,Elderly Care,48,22,,6,3,6,10,9,43,27,24,37,55,100,,62,,243,,390
31-Dec-20,Southern,Gynaecology,Acute Services,793,259,,256,212,195,473,342,334,50,28,6,0,0,,1149,,84,,2948
31-Dec-20,Southern,Old Age Psychiatry,Elderly Care,17,6,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,23
31-Dec-20,Southern,Chemical Pathology,Acute Services,2,1,,0,0,0,0,1,0,0,0,0,0,0,,1,,0,,4
31-Dec-20,Western,General Surgery,Acute Services,730,233,,231,213,220,564,522,992,863,758,644,596,1879,,2078,,4740,,8445
31-Dec-20,Western,Urology,Acute Services,309,65,,45,39,48,76,71,72,8,11,0,0,0,,219,,19,,744
31-Dec-20,Western,T & O Surgery,Acute Services,612,186,,128,156,142,249,266,530,468,500,466,416,2069,,1045,,3919,,6188
31-Dec-20,Western,ENT,Acute Services,550,213,,157,213,205,412,409,969,497,128,3,0,0,,1790,,628,,3756
31-Dec-20,Western,Ophthalmology,Acute Services,505,171,,150,157,146,329,161,644,574,560,479,262,119,,1134,,1994,,4257
31-Dec-20,Western,Oral Surgery,Acute Services,178,76,,68,78,58,150,141,447,368,318,291,259,986,,738,,2222,,3418
31-Dec-20,Western,Orthodontics,Acute Services,15,10,,12,12,9,6,3,68,52,31,0,0,0,,77,,83,,218
31-Dec-20,Western,Thoracic Surgery,Acute Services,0,0,,1,0,0,0,0,0,0,0,0,0,0,,0,,0,,1
31-Dec-20,Western,Pain Management,Acute Services,77,44,,29,49,12,37,6,4,1,0,0,0,0,,47,,1,,259
31-Dec-20,Western,General Medicine,Acute Services,505,129,,113,108,99,247,242,476,374,363,324,181,1001,,965,,2243,,4162
31-Dec-20,Western,Haematology (Clinical),Acute Services,30,2,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,32
31-Dec-20,Western,Palliative Medicine,Acute Services,4,0,,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,5
31-Dec-20,Western,Cardiology,Acute Services,147,20,,8,5,1,3,1,0,0,0,0,0,0,,4,,0,,185
31-Dec-20,Western,Dermatology,Acute Services,254,42,,33,30,25,30,25,110,109,100,100,96,115,,165,,520,,1069
31-Dec-20,Western,Nephrology,Acute Services,59,23,,18,6,6,11,6,9,0,0,0,0,0,,26,,0,,138
31-Dec-20,Western,Neurology,Acute Services,158,52,,64,49,36,108,128,248,252,248,209,202,1991,,484,,2902,,3745
31-Dec-20,Western,Rheumatology,Acute Services,187,69,,88,79,53,126,133,269,213,149,146,113,417,,528,,1038,,2042
31-Dec-20,Western,Paediatrics,Acute Services,269,88,,72,55,60,99,143,220,92,57,73,55,198,,462,,475,,1481
31-Dec-20,Western,Geriatric Medicine,Elderly Care,57,19,,28,39,20,41,23,76,21,6,1,0,0,,140,,28,,331
31-Dec-20,Western,Gynaecology,Acute Services,525,233,,163,195,171,292,260,689,545,265,193,0,0,,1241,,1003,,3531
31-Dec-20,Western,Learning Disability,Learning Disability,1,2,,6,4,3,3,7,13,8,5,2,2,1,,23,,18,,57
31-Dec-20,Western,Clinical Oncology,Acute Services,53,12,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,65
31-Dec-20,Western,Chemical Pathology,Acute Services,19,9,,4,1,0,1,1,0,1,0,0,0,0,,2,,1,,36
31-Dec-20,Day Case Procedure Centre,Ophthalmology,Acute Services,667,335,,359,414,420,1112,168,1447,1508,1474,928,627,3583,,2727,,8120,,13042
31-Mar-21,Belfast,General Surgery,Acute Services,1498,341,,256,164,305,691,762,451,1336,749,536,552,1024,,1904,,4197,,8665
31-Mar-21,Belfast,Urology,Acute Services,422,109,,80,50,77,128,217,156,270,220,217,167,574,,501,,1448,,2687
31-Mar-21,Belfast,T & O Surgery,Acute Services,1243,488,,408,314,458,1121,1330,1338,1757,979,774,775,3440,,3789,,7725,,14425
31-Mar-21,Belfast,ENT,Acute Services,658,141,,135,49,122,294,412,266,950,877,777,754,3573,,972,,6931,,9008
31-Mar-21,Belfast,Ophthalmology,Acute Services,1632,513,,455,304,423,814,966,335,1364,885,871,837,5032,,2115,,8989,,14431
31-Mar-21,Belfast,Oral Surgery,Acute Services,115,27,,23,18,23,31,7,1,39,0,0,0,0,,39,,39,,284
31-Mar-21,Belfast,Restorative Dentistry,Acute Services,136,33,,39,25,39,114,96,45,461,239,261,203,8,,255,,1172,,1699
31-Mar-21,Belfast,Paediatric Dentistry,Acute Services,42,14,,16,14,24,40,24,10,118,95,56,42,0,,74,,311,,495
31-Mar-21,Belfast,Orthodontics,Acute Services,37,14,,29,6,16,26,30,14,74,31,0,0,0,,70,,105,,277
31-Mar-21,Belfast,Neurosurgery,Acute Services,175,54,,49,30,31,77,79,78,124,65,8,5,14,,234,,216,,789
31-Mar-21,Belfast,Plastic Surgery,Acute Services,41,22,,10,15,20,49,56,49,53,1,0,0,0,,154,,54,,316
31-Mar-21,Belfast,Cardiac Surgery,Acute Services,57,5,,0,2,0,1,0,0,0,0,0,0,0,,1,,0,,65
31-Mar-21,Belfast,Paediatric Surgery,Acute Services,175,63,,43,30,56,150,206,60,52,20,24,40,29,,416,,165,,948
31-Mar-21,Belfast,Thoracic Surgery,Acute Services,41,3,,6,6,4,3,7,1,2,0,0,0,0,,11,,2,,73
31-Mar-21,Belfast,Pain Management,Acute Services,116,57,,54,43,45,120,140,62,181,178,274,199,687,,322,,1519,,2156
31-Mar-21,Belfast,General Medicine,Acute Services,299,85,,65,42,79,144,204,65,233,214,216,224,2617,,413,,3504,,4487
31-Mar-21,Belfast,Gastroenterology,Acute Services,745,205,,176,106,148,259,307,148,327,249,187,136,664,,714,,1563,,3657
31-Mar-21,Belfast,Endocrinology,Acute Services,292,87,,71,50,49,89,97,41,36,4,0,1,0,,227,,41,,817
31-Mar-21,Belfast,Haematology (Clinical),Acute Services,130,25,,10,5,8,18,8,12,14,6,0,0,7,,38,,27,,243
31-Mar-21,Belfast,Clinical Genetics,Acute Services,212,55,,30,18,26,77,46,11,0,0,0,0,0,,134,,0,,475
31-Mar-21,Belfast,Rehabilitation,Acute Services,5,2,,1,0,1,2,5,4,3,3,1,0,14,,11,,21,,41
31-Mar-21,Belfast,Palliative Medicine,Acute Services,3,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,3
31-Mar-21,Belfast,Cardiology,Acute Services,725,199,,143,94,138,339,385,295,411,99,77,81,29,,1019,,697,,3015
31-Mar-21,Belfast,Dermatology,Acute Services,808,209,,193,131,204,523,840,352,645,457,519,364,2044,,1715,,4029,,7289
31-Mar-21,Belfast,Thoracic Medicine,Acute Services,369,130,,119,112,124,261,287,216,485,185,45,35,66,,764,,816,,2434
31-Mar-21,Belfast,Infectious Diseases,Acute Services,15,5,,0,1,3,7,11,13,12,27,27,25,26,,31,,117,,172
31-Mar-21,Belfast,Nephrology,Acute Services,115,29,,21,10,8,30,15,0,0,0,0,0,0,,45,,0,,228
31-Mar-21,Belfast,Medical Oncology,Acute Services,54,0,,0,0,0,0,0,2,0,0,1,0,1,,2,,2,,58
31-Mar-21,Belfast,Neurology,Acute Services,648,181,,155,141,178,433,628,354,776,531,364,252,1765,,1415,,3688,,6406
31-Mar-21,Belfast,Rheumatology,Acute Services,264,95,,67,44,64,172,205,126,342,197,223,275,3071,,503,,4108,,5145
31-Mar-21,Belfast,Paediatrics,Acute Services,958,324,,248,167,244,607,702,519,1069,860,514,479,1136,,1828,,4058,,7827
31-Mar-21,Belfast,Paediatric Neurology,Acute Services,34,26,,10,16,22,34,36,33,37,1,0,0,0,,103,,38,,249
31-Mar-21,Belfast,Geriatric Medicine,Elderly Care,194,41,,64,79,16,51,21,2,9,0,0,0,6,,74,,15,,483
31-Mar-21,Belfast,Dental Medicine Specialties,Acute Services,159,43,,21,19,12,64,80,38,240,275,15,0,0,,182,,530,,966
31-Mar-21,Belfast,Gynaecology,Acute Services,1061,368,,325,217,297,675,819,406,815,210,42,21,28,,1900,,1116,,5284
31-Mar-21,Belfast,Learning Disability,Learning Disability,11,3,,2,2,0,0,0,0,0,0,0,0,0,,0,,0,,18
31-Mar-21,Belfast,Old Age Psychiatry,Elderly Care,33,7,,4,0,2,1,1,0,0,0,0,0,0,,2,,0,,48
31-Mar-21,Belfast,Clinical Oncology,Acute Services,206,2,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,208
31-Mar-21,Belfast,Radiology,Acute Services,9,2,,4,0,1,2,9,0,11,3,0,1,0,,11,,15,,42
31-Mar-21,Belfast,Chemical Pathology,Acute Services,1,1,,0,0,0,1,0,0,2,0,1,0,1,,1,,4,,7
31-Mar-21,Northern,General Surgery,Acute Services,1652,412,,335,228,353,865,1011,457,896,726,538,250,108,,2333,,2518,,7831
31-Mar-21,Northern,ENT,Acute Services,670,221,,211,160,214,561,796,495,1004,721,786,852,4333,,1852,,7696,,11024
31-Mar-21,Northern,Orthodontics,Acute Services,15,15,,8,9,6,31,26,5,64,39,43,34,0,,62,,180,,295
31-Mar-21,Northern,Pain Management,Acute Services,144,51,,45,30,55,94,137,169,236,231,258,290,858,,400,,1873,,2598
31-Mar-21,Northern,General Medicine,Acute Services,260,60,,39,44,61,145,202,128,207,123,54,33,7,,475,,424,,1363
31-Mar-21,Northern,Gastroenterology,Acute Services,938,295,,155,123,163,378,561,308,389,354,400,415,1274,,1247,,2832,,5753
31-Mar-21,Northern,Haematology (Clinical),Acute Services,95,29,,14,12,6,29,20,10,34,47,27,19,25,,59,,152,,367
31-Mar-21,Northern,Cardiology,Acute Services,377,106,,97,60,51,180,189,134,173,2,0,0,0,,503,,175,,1369
31-Mar-21,Northern,Dermatology,Acute Services,757,126,,84,60,55,170,261,166,352,305,422,431,2985,,597,,4495,,6174
31-Mar-21,Northern,Thoracic Medicine,Acute Services,271,95,,86,65,76,288,319,173,429,365,358,386,1566,,780,,3104,,4477
31-Mar-21,Northern,Nephrology,Acute Services,59,5,,3,3,0,0,0,0,0,0,0,0,0,,0,,0,,70
31-Mar-21,Northern,Neurology,Acute Services,97,52,,30,21,43,94,80,161,177,132,110,114,1359,,335,,1892,,2470
31-Mar-21,Northern,Rheumatology,Acute Services,252,108,,70,62,73,197,252,204,249,214,191,206,911,,653,,1771,,2989
31-Mar-21,Northern,Paediatrics,Acute Services,624,207,,155,120,111,175,65,22,23,0,0,0,0,,262,,23,,1502
31-Mar-21,Northern,Geriatric Medicine,Elderly Care,97,33,,23,29,27,41,31,8,18,4,0,0,0,,80,,22,,311
31-Mar-21,Northern,Gynaecology,Acute Services,979,277,,256,199,291,735,880,385,739,616,406,1,0,,2000,,1762,,5764
31-Mar-21,Northern,Chemical Pathology,Acute Services,15,4,,5,8,6,10,3,0,0,0,0,0,0,,13,,0,,51
31-Mar-21,Northern,Joint Consultant Clinics,Acute Services,3,0,,4,0,0,0,0,0,0,0,0,0,0,,0,,0,,7
31-Mar-21,South Eastern,General Surgery,Acute Services,1029,232,,182,134,185,433,561,232,566,582,542,448,834,,1226,,2972,,5960
31-Mar-21,South Eastern,Urology,Acute Services,361,58,,55,23,45,104,143,92,197,211,199,116,352,,339,,1075,,1956
31-Mar-21,South Eastern,T & O Surgery,Acute Services,140,3,,4,1,4,2,11,0,2,0,0,0,0,,13,,2,,167
31-Mar-21,South Eastern,ENT,Acute Services,663,213,,159,101,123,280,459,232,861,857,862,911,5287,,971,,8778,,11008
31-Mar-21,South Eastern,Ophthalmology,Acute Services,162,39,,33,19,40,89,104,18,149,81,89,82,696,,211,,1097,,1601
31-Mar-21,South Eastern,Oral Surgery,Acute Services,369,161,,130,64,107,256,352,133,729,674,731,786,3987,,741,,6907,,8479
31-Mar-21,South Eastern,Plastic Surgery,Acute Services,539,120,,88,56,77,216,310,143,497,461,255,268,1545,,669,,3026,,4575
31-Mar-21,South Eastern,Paediatric Surgery,Acute Services,128,16,,5,1,1,2,2,0,0,0,0,0,0,,4,,0,,155
31-Mar-21,South Eastern,Pain Management,Acute Services,168,52,,42,35,61,109,113,110,240,263,241,291,671,,332,,1706,,2396
31-Mar-21,South Eastern,General Medicine,Acute Services,309,64,,57,38,42,104,76,44,66,8,12,1,41,,224,,128,,862
31-Mar-21,South Eastern,Gastroenterology,Acute Services,401,115,,114,80,100,249,373,181,316,257,173,121,1201,,803,,2068,,3681
31-Mar-21,South Eastern,Endocrinology,Acute Services,19,5,,3,3,1,2,6,0,1,0,0,1,0,,8,,2,,41
31-Mar-21,South Eastern,Haematology (Clinical),Acute Services,138,54,,18,9,25,46,63,52,123,146,22,0,0,,161,,291,,696
31-Mar-21,South Eastern,Cardiology,Acute Services,480,118,,120,73,85,262,334,205,334,230,198,12,27,,801,,801,,2478
31-Mar-21,South Eastern,Dermatology,Acute Services,740,135,,137,81,165,393,555,336,650,737,370,230,2343,,1284,,4330,,6872
31-Mar-21,South Eastern,Thoracic Medicine,Acute Services,284,70,,64,30,60,143,118,48,185,160,163,146,154,,309,,808,,1625
31-Mar-21,South Eastern,Nephrology,Acute Services,19,2,,3,0,1,3,1,2,1,0,0,0,0,,6,,1,,32
31-Mar-21,South Eastern,Neurology,Acute Services,172,51,,25,30,46,58,72,97,249,279,278,296,2370,,227,,3472,,4023
31-Mar-21,South Eastern,Rheumatology,Acute Services,256,94,,93,47,74,197,252,147,346,289,287,315,1832,,596,,3069,,4229
31-Mar-21,South Eastern,Paediatrics,Acute Services,313,109,,99,44,69,185,236,149,272,259,153,167,680,,570,,1531,,2735
31-Mar-21,South Eastern,Geriatric Medicine,Elderly Care,128,14,,17,2,2,9,7,1,4,15,66,62,29,,17,,176,,356
31-Mar-21,South Eastern,Gynaecology,Acute Services,757,191,,187,142,177,498,428,199,531,491,502,483,2671,,1125,,4678,,7257
31-Mar-21,South Eastern,Old Age Psychiatry,Elderly Care,205,56,,84,47,44,153,197,76,158,106,66,13,4,,426,,347,,1209
31-Mar-21,South Eastern,Clinical Oncology,Acute Services,1,2,,0,0,0,1,0,0,0,0,0,0,0,,1,,0,,4
31-Mar-21,Southern,General Surgery,Acute Services,1321,320,,268,198,327,671,771,406,1222,1263,808,723,1700,,1848,,5716,,9998
31-Mar-21,Southern,Urology,Acute Services,435,111,,79,48,63,157,261,211,466,467,320,236,1972,,629,,3461,,4826
31-Mar-21,Southern,T & O Surgery,Acute Services,496,117,,144,94,148,377,486,235,591,481,250,300,1134,,1098,,2756,,4853
31-Mar-21,Southern,ENT,Acute Services,689,226,,193,143,207,461,539,302,1240,1136,1096,1162,815,,1302,,5449,,8209
31-Mar-21,Southern,Ophthalmology,Acute Services,2,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,2
31-Mar-21,Southern,Oral Surgery,Acute Services,19,7,,5,7,3,14,13,0,18,10,8,2,0,,27,,38,,106
31-Mar-21,Southern,Paediatric Dentistry,Acute Services,7,1,,0,1,0,0,0,0,0,0,0,0,1,,0,,1,,10
31-Mar-21,Southern,Orthodontics,Acute Services,28,13,,7,6,9,20,15,7,13,0,1,0,0,,42,,14,,119
31-Mar-21,Southern,Pain Management,Acute Services,112,36,,34,24,42,77,152,68,227,190,92,0,0,,297,,509,,1054
31-Mar-21,Southern,General Medicine,Acute Services,23,6,,3,3,1,11,41,30,50,4,0,0,0,,82,,54,,172
31-Mar-21,Southern,Gastroenterology,Acute Services,296,56,,38,28,59,115,183,100,228,249,205,191,341,,398,,1214,,2089
31-Mar-21,Southern,Endocrinology,Acute Services,177,58,,66,47,49,111,122,73,112,38,4,0,0,,306,,154,,857
31-Mar-21,Southern,Haematology (Clinical),Acute Services,85,13,,25,11,8,16,18,17,26,25,10,1,16,,51,,78,,271
31-Mar-21,Southern,Palliative Medicine,Acute Services,8,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,8
31-Mar-21,Southern,Cardiology,Acute Services,382,127,,92,54,68,121,152,91,329,341,317,252,484,,364,,1723,,2810
31-Mar-21,Southern,Dermatology,Acute Services,627,163,,144,99,167,420,720,393,965,721,747,448,0,,1533,,2881,,5614
31-Mar-21,Southern,Thoracic Medicine,Acute Services,172,72,,53,46,57,137,159,101,261,213,250,224,737,,397,,1685,,2482
31-Mar-21,Southern,Infectious Diseases,Acute Services,0,0,,0,0,0,0,0,0,4,1,1,0,0,,0,,6,,6
31-Mar-21,Southern,Genito-Urinary Medicine,Acute Services,7,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,7
31-Mar-21,Southern,Nephrology,Acute Services,38,6,,2,4,5,6,3,3,0,0,0,0,0,,12,,0,,67
31-Mar-21,Southern,Neurology,Acute Services,228,62,,82,52,83,155,209,127,250,246,249,295,2256,,491,,3296,,4294
31-Mar-21,Southern,Rheumatology,Acute Services,198,63,,69,49,74,170,176,110,244,131,91,87,861,,456,,1414,,2323
31-Mar-21,Southern,Paediatrics,Acute Services,576,188,,115,72,110,194,129,12,0,2,1,0,0,,335,,3,,1399
31-Mar-21,Southern,Geriatric Medicine,Elderly Care,84,9,,10,9,6,11,13,8,33,24,22,37,152,,32,,268,,418
31-Mar-21,Southern,Gynaecology,Acute Services,903,251,,192,151,206,543,726,305,227,42,8,2,0,,1574,,279,,3556
31-Mar-21,Southern,Old Age Psychiatry,Elderly Care,18,6,,1,0,0,0,0,0,0,0,0,0,0,,0,,0,,25
31-Mar-21,Southern,Chemical Pathology,Acute Services,6,1,,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,8
31-Mar-21,Western,General Surgery,Acute Services,1075,273,,181,142,246,519,830,446,883,858,741,623,2358,,1795,,5463,,9175
31-Mar-21,Western,Urology,Acute Services,394,58,,38,22,32,62,68,19,25,8,7,0,0,,149,,40,,733
31-Mar-21,Western,T & O Surgery,Acute Services,723,132,,126,92,156,285,397,214,451,442,465,431,1725,,896,,3514,,5639
31-Mar-21,Western,ENT,Acute Services,710,249,,197,155,208,442,645,352,907,503,119,3,0,,1439,,1532,,4490
31-Mar-21,Western,Ophthalmology,Acute Services,537,159,,108,101,151,376,430,135,565,544,517,435,363,,941,,2424,,4421
31-Mar-21,Western,Oral Surgery,Acute Services,208,66,,44,62,80,192,243,141,443,370,314,290,1238,,576,,2655,,3691
31-Mar-21,Western,Orthodontics,Acute Services,45,9,,10,5,8,23,20,3,67,52,30,0,0,,46,,149,,272
31-Mar-21,Western,Thoracic Surgery,Acute Services,0,0,,0,0,0,1,0,0,0,0,0,0,0,,1,,0,,1
31-Mar-21,Western,Pain Management,Acute Services,85,28,,19,8,21,23,9,4,1,0,0,0,0,,36,,1,,198
31-Mar-21,Western,General Medicine,Acute Services,537,185,,137,106,159,299,381,233,452,377,345,282,1047,,913,,2503,,4540
31-Mar-21,Western,Haematology (Clinical),Acute Services,41,1,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,42
31-Mar-21,Western,Palliative Medicine,Acute Services,1,0,,0,0,1,0,1,0,0,0,0,0,0,,1,,0,,3
31-Mar-21,Western,Cardiology,Acute Services,192,14,,11,1,2,12,5,0,0,0,0,0,0,,17,,0,,237
31-Mar-21,Western,Dermatology,Acute Services,352,27,,24,11,13,26,47,20,99,89,68,48,115,,93,,419,,939
31-Mar-21,Western,Nephrology,Acute Services,62,16,,14,13,10,31,5,1,4,0,0,0,0,,37,,4,,156
31-Mar-21,Western,Neurology,Acute Services,171,47,,58,46,63,136,172,119,237,249,234,194,2121,,427,,3035,,3847
31-Mar-21,Western,Rheumatology,Acute Services,289,81,,63,45,66,168,185,115,249,203,139,143,517,,468,,1251,,2263
31-Mar-21,Western,Paediatrics,Acute Services,328,66,,56,32,63,146,132,104,159,78,55,67,232,,382,,591,,1518
31-Mar-21,Western,Geriatric Medicine,Elderly Care,64,16,,9,12,24,49,56,13,54,12,4,1,0,,118,,71,,314
31-Mar-21,Western,Gynaecology,Acute Services,571,234,,184,115,167,436,480,236,652,532,253,188,0,,1152,,1625,,4048
31-Mar-21,Western,Learning Disability,Learning Disability,3,3,,2,1,4,11,8,6,11,8,6,2,3,,25,,30,,68
31-Mar-21,Western,Clinical Oncology,Acute Services,80,1,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,81
31-Mar-21,Western,Chemical Pathology,Acute Services,16,2,,2,3,15,11,1,0,0,1,0,0,0,,12,,1,,51
31-Mar-21,Day Case Procedure Centre,Ophthalmology,Acute Services,931,264,,261,219,411,1028,1708,150,1390,1478,1237,875,2524,,2886,,7504,,12476
30-Jun-21,Belfast,General Surgery,Acute Services,1602,435,,441,325,290,574,831,719,416,1217,571,515,1418,,2124,,4137,,9354
30-Jun-21,Belfast,Urology,Acute Services,489,126,,112,76,64,150,201,188,138,258,213,215,567,,539,,1391,,2797
30-Jun-21,Belfast,T & O Surgery,Acute Services,1722,451,,344,271,355,1036,1625,1141,1168,1388,901,763,3838,,3802,,8058,,15003
30-Jun-21,Belfast,ENT,Acute Services,827,204,,169,106,143,279,403,386,232,921,854,716,2910,,1068,,5633,,8150
30-Jun-21,Belfast,Ophthalmology,Acute Services,2204,656,,613,420,496,806,1168,923,309,1296,861,881,5979,,2897,,9326,,16612
30-Jun-21,Belfast,Oral Surgery,Acute Services,119,38,,26,18,13,3,0,0,0,0,0,0,0,,3,,0,,217
30-Jun-21,Belfast,Restorative Dentistry,Acute Services,167,65,,34,40,52,82,157,81,39,336,227,258,181,,320,,1041,,1719
30-Jun-21,Belfast,Paediatric Dentistry,Acute Services,74,15,,28,13,23,31,63,16,7,62,57,51,39,,110,,216,,479
30-Jun-21,Belfast,Orthodontics,Acute Services,53,26,,11,15,11,38,32,28,13,67,10,0,0,,98,,90,,304
30-Jun-21,Belfast,Neurosurgery,Acute Services,185,56,,31,24,39,59,96,70,69,96,20,8,16,,225,,209,,769
30-Jun-21,Belfast,Plastic Surgery,Acute Services,79,22,,16,11,12,38,79,55,39,9,1,0,0,,172,,49,,361
30-Jun-21,Belfast,Cardiac Surgery,Acute Services,62,8,,3,1,0,0,0,0,0,0,0,0,0,,0,,0,,74
30-Jun-21,Belfast,Paediatric Surgery,Acute Services,228,87,,63,37,59,119,194,85,47,41,17,22,64,,398,,191,,1063
30-Jun-21,Belfast,Thoracic Surgery,Acute Services,45,11,,4,2,11,4,2,2,0,0,0,0,0,,8,,0,,81
30-Jun-21,Belfast,Pain Management,Acute Services,131,56,,50,32,51,124,190,149,60,140,171,272,682,,463,,1325,,2108
30-Jun-21,Belfast,General Medicine,Acute Services,289,84,,99,78,74,150,196,172,63,224,204,215,2438,,518,,3144,,4286
30-Jun-21,Belfast,Gastroenterology,Acute Services,855,246,,147,116,99,268,366,278,136,287,230,176,788,,912,,1617,,3992
30-Jun-21,Belfast,Endocrinology,Acute Services,326,134,,70,58,74,99,94,68,25,20,4,0,0,,261,,49,,972
30-Jun-21,Belfast,Haematology (Clinical),Acute Services,161,29,,12,5,3,12,5,2,1,6,5,0,6,,19,,18,,247
30-Jun-21,Belfast,Clinical Genetics,Acute Services,219,37,,27,16,7,5,2,1,0,0,0,0,0,,8,,0,,314
30-Jun-21,Belfast,Rehabilitation,Acute Services,23,6,,1,3,3,6,14,3,4,3,2,1,14,,23,,24,,83
30-Jun-21,Belfast,Palliative Medicine,Acute Services,3,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,3
30-Jun-21,Belfast,Cardiology,Acute Services,809,212,,178,133,147,282,432,299,165,155,72,73,85,,1013,,550,,3042
30-Jun-21,Belfast,Dermatology,Acute Services,1118,290,,264,185,214,437,736,736,283,506,443,509,2330,,1909,,4071,,8051
30-Jun-21,Belfast,Thoracic Medicine,Acute Services,432,136,,107,67,73,161,208,171,133,279,145,41,64,,540,,662,,2017
30-Jun-21,Belfast,Infectious Diseases,Acute Services,9,6,,4,3,2,3,5,7,10,10,27,24,48,,15,,119,,158
30-Jun-21,Belfast,Nephrology,Acute Services,121,20,,13,12,9,20,21,1,1,0,0,0,0,,42,,1,,218
30-Jun-21,Belfast,Medical Oncology,Acute Services,56,0,,0,0,0,0,0,0,0,0,0,1,1,,0,,2,,58
30-Jun-21,Belfast,Neurology,Acute Services,514,194,,211,163,168,395,644,596,323,743,513,341,1868,,1635,,3788,,6673
30-Jun-21,Belfast,Rheumatology,Acute Services,307,105,,101,62,58,138,227,198,118,320,193,222,3217,,563,,4070,,5266
30-Jun-21,Belfast,Paediatrics,Acute Services,1226,351,,268,195,253,509,758,596,452,994,694,464,1427,,1863,,4031,,8187
30-Jun-21,Belfast,Paediatric Neurology,Acute Services,62,32,,24,4,11,27,53,29,15,4,0,0,0,,109,,19,,261
30-Jun-21,Belfast,Geriatric Medicine,Elderly Care,265,57,,39,28,5,15,19,6,0,3,0,0,6,,40,,9,,443
30-Jun-21,Belfast,Dental Medicine Specialties,Acute Services,135,36,,31,22,49,84,84,80,39,230,52,0,0,,248,,321,,842
30-Jun-21,Belfast,Gynaecology,Acute Services,1185,376,,305,250,279,497,643,298,110,203,38,27,30,,1438,,408,,4241
30-Jun-21,Belfast,Learning Disability,Learning Disability,13,2,,1,0,0,0,0,0,0,0,0,0,0,,0,,0,,16
30-Jun-21,Belfast,Old Age Psychiatry,Elderly Care,42,2,,1,0,0,0,0,0,0,0,0,0,0,,0,,0,,45
30-Jun-21,Belfast,Clinical Oncology,Acute Services,155,2,,1,0,0,0,0,0,0,0,0,0,0,,0,,0,,158
30-Jun-21,Belfast,Radiology,Acute Services,15,2,,3,0,3,6,2,10,0,11,3,0,0,,18,,14,,55
30-Jun-21,Belfast,Chemical Pathology,Acute Services,2,2,,0,0,0,1,1,0,0,2,0,1,1,,2,,4,,10
30-Jun-21,Northern,General Surgery,Acute Services,1661,497,,382,238,328,657,1037,839,388,840,643,506,269,,2533,,2646,,8285
30-Jun-21,Northern,ENT,Acute Services,806,344,,258,192,217,524,838,764,401,766,712,776,4981,,2126,,7636,,11579
30-Jun-21,Northern,Orthodontics,Acute Services,31,16,,2,7,5,16,43,25,5,61,38,42,29,,84,,175,,320
30-Jun-21,Northern,Pain Management,Acute Services,141,53,,69,33,62,127,140,134,168,234,227,257,1048,,401,,1934,,2693
